"151"	"OYSTER BURNS"	11	1187	4637	869	1389	224	129	65	673	464	"182"	0.3	0.368	0.446	138	199	222	891	"263"	"."	"."	0.92	-73	"O"	10.3	0
"152"	"JEFF BURROUGHS"	16	1689	5536	720	1443	230	20	240	882	831	"1135"	0.261	0.359	0.439	120	177	164	892	"16"	"22"	"-8"	0.974	-58	"O"	4.4	0
"153"	"JIM BUSBY"	13	1352	4250	541	1113	162	35	48	438	310	"439"	0.262	0.316	0.35	82	-121	-109	481	"97"	"48"	"0"	0.988	25	"O"	-13.5	0
"154"	"DONIE BUSH"	16	1946	7210	1280	1804	186	74	9	436	1158	"346"	0.25	0.356	0.3	91	-32	-40	911	"403"	"75"	"."	0.936	5	"S"	7.9	0
"155"	"DOC BUSHONG"	12	671	2392	287	511	58	12	2	106	124	"97"	0.214	0.254	0.25	56	-111	-126	172	"39"	"."	"."	0.916	65	"C"	-1.1	0
"156"	"BOBBY BYRNE"	11	1283	4831	667	1225	186	60	10	329	456	"220"	0.254	0.324	0.323	91	-45	-48	572	"176"	"12"	"."	0.934	3	"3"	-2.3	0
"157"	"ENOS CABELL"	15	1688	5952	753	1647	263	56	60	596	259	"691"	0.277	0.309	0.37	93	-108	-68	646	"238"	"124"	"-3"	0.944	-76	"3"	-20.2	0
"158"	"NIXEY CALLAHAN"	13	923	3295	442	901	135	46	11	394	159	"9"	0.273	0.311	0.352	94	-44	-33	439	"186"	"."	"."	0.953	-35	"O"	-9.4	0
"159"	"JOHNNY CALLISON"	16	1886	6652	926	1757	321	89	226	840	650	"1064"	0.264	0.333	0.441	114	123	120	992	"74"	"51"	"-8"	0.984	102	"O"	12.8	0
"160"	"DOLPH CAMILLI"	12	1490	5353	936	1482	261	86	239	950	947	"961"	0.277	0.388	0.492	134	319	277	1111	"60"	"0"	"."	0.99	2	"1"	14.4	0
"161"	"ROY CAMPANELLA"	10	1215	4205	627	1161	178	18	242	856	533	"501"	0.276	0.362	0.5	123	159	139	759	"25"	"15"	"."	0.988	32	"C"	21.9	1
"162"	"BERT CAMPANERIS"	19	2328	8684	1181	2249	313	86	79	646	618	"1142"	0.259	0.313	0.342	89	-154	-123	992	"649"	"199"	"75"	0.964	-102	"S"	8.9	0
"163"	"BRUCE CAMPBELL"	13	1360	4762	759	1382	295	87	106	766	548	"584"	0.29	0.367	0.455	108	81	57	815	"53"	"50"	"-14"	0.956	-19	"O"	-2.7	0
"164"	"CHRIS CANNIZZARO"	13	740	1950	132	458	66	12	18	169	241	"354"	0.235	0.321	0.309	77	-56	-53	192	"3"	"17"	"-9"	0.983	-27	"C"	-6.4	0
"165"	"BERNIE CARBO"	12	1010	2733	372	722	140	9	96	358	538	"611"	0.264	0.389	0.427	125	125	114	489	"26"	"18"	"-3"	0.978	-8	"O"	7.4	0
"166"	"JOSE CARDENAL"	18	2017	6964	936	1913	333	46	138	775	608	"807"	0.275	0.335	0.395	102	46	21	928	"329"	"139"	"15"	0.976	48	"O"	0.1	0
"167"	"LEO CARDENAS"	16	1941	6707	662	1725	285	49	118	689	522	"1135"	0.257	0.313	0.367	88	-80	-107	748	"39"	"48"	"-17"	0.971	-22	"S"	3	0
"168"	"ROD CAREW"	19	2469	9315	1424	3053	445	112	92	1015	1018	"1028"	0.328	0.395	0.429	131	431	414	1595	"353"	"187"	"-6"	0.991	-85	"1"	32.5	1
"169"	"ANDY CAREY"	11	938	2850	371	741	119	38	64	350	268	"389"	0.26	0.329	0.396	97	-23	-14	369	"23"	"21"	"-6"	0.958	45	"3"	2.4	0
"170"	"MAX CAREY"	20	2476	9363	1545	2665	419	159	70	800	1040	"695"	0.285	0.361	0.386	107	128	113	1472	"738"	"92"	"."	0.966	199	"O"	23.4	2
"171"	"HICK CARPENTER"	12	1118	4638	720	1201	142	47	18	204	111	"91"	0.259	0.281	0.321	87	-62	-82	482	"158"	"."	"."	0.853	-80	"3"	-12.7	0
"172"	"CHICO CARRASQUEL"	10	1325	4644	568	1199	172	25	55	474	491	"467"	0.258	0.334	0.342	82	-108	-112	546	"31"	"28"	"-8"	0.969	-46	"S"	-7	0
"173"	"BILL CARRIGAN"	10	709	1970	194	506	67	14	6	235	206	"59"	0.257	0.334	0.314	94	-7	-11	224	"37"	"2"	"."	0.971	-17	"C"	2.9	0
"174"	"CLIFF CARROLL"	11	991	3972	729	995	125	47	31	423	361	"290"	0.251	0.32	0.329	94	-26	-23	499	"197"	"."	"."	0.905	25	"O"	-2.2	0
"175"	"GARY CARTER"	19	2296	7971	1025	2092	371	31	324	1225	848	"997"	0.262	0.338	0.439	116	145	158	1185	"39"	"42"	"-14"	0.991	53	"C"	29.5	0
"176"	"RICO CARTY"	15	1651	5606	712	1677	278	17	204	890	642	"663"	0.299	0.372	0.464	132	248	243	941	"21"	"26"	"-9"	0.97	-40	"O"	15.6	0
"177"	"BOB CARUTHERS"	10	705	2465	508	694	104	50	29	213	417	"79"	0.282	0.391	0.4	137	138	129	468	"152"	"."	"."	0.875	-22	"O"	2.6	0
"178"	"PAUL CASANOVA"	10	859	2786	214	627	87	12	50	252	101	"430"	0.225	0.254	0.319	64	-140	-134	210	"2"	"10"	"-5"	0.985	-38	"C"	-14.9	0
"179"	"GEORGE CASE"	11	1226	5016	785	1415	233	43	21	377	426	"297"	0.282	0.341	0.358	95	-67	-32	670	"349"	"109"	"39"	0.97	30	"O"	-2.2	0
"180"	"DOC CASEY"	10	1114	4341	584	1122	137	52	9	354	270	"."	0.258	0.31	0.32	85	-87	-85	521	"191"	"."	"."	0.915	-76	"3"	-13.8	0
"181"	"DAVE CASH"	12	1422	5554	732	1571	243	56	21	426	424	"309"	0.283	0.336	0.358	93	-50	-49	661	"120"	"74"	"-8"	0.984	43	"2"	6.9	0
"182"	"NORM CASH"	17	2089	6705	1046	1820	241	41	377	1103	1043	"1091"	0.271	0.377	0.488	138	390	366	1278	"43"	"30"	"-5"	0.992	50	"1"	28.6	0
"183"	"JOHN CASSIDY"	10	587	2454	336	618	83	31	4	156	84	"127"	0.252	0.278	0.316	89	-25	-30	227	"."	"."	"."	0.845	-31	"O"	-6.9	0
"184"	"CARMEN CASTILLO"	10	631	1519	190	383	71	8	55	197	90	"291"	0.252	0.3	0.418	93	-14	-18	184	"15"	"11"	"-2"	0.953	-30	"O"	-5.9	0
"185"	"DANNY CATER"	12	1289	4451	491	1229	191	29	66	519	254	"406"	0.276	0.318	0.377	102	-16	-1	492	"26"	"30"	"-10"	0.994	-18	"1"	-10.3	0
"186"	"WAYNE CAUSEY"	11	1105	3244	357	819	130	26	35	285	390	"341"	0.252	0.335	0.341	90	-37	-37	394	"12"	"12"	"-4"	0.969	-42	"S"	-4.5	0
"187"	"PHIL CAVARRETTA"	22	2030	6754	990	1977	347	99	95	920	820	"598"	0.293	0.372	0.416	118	170	178	1106	"65"	"0"	"."	0.99	-21	"1"	5.2	0
"188"	"CESAR CEDENO"	17	2006	7310	1084	2087	436	60	199	976	664	"938"	0.285	0.35	0.443	124	180	212	1144	"550"	"179"	"58"	0.985	10	"O"	20.2	0
"189"	"ORLANDO CEPEDA"	17	2124	7927	1131	2351	417	27	379	1365	588	"1169"	0.297	0.353	0.499	133	337	337	1338	"142"	"80"	"-5"	0.99	-40	"1"	17.1	2
"190"	"RICK CERONE"	18	1329	4069	393	998	190	15	59	436	320	"450"	0.245	0.304	0.343	78	-120	-124	413	"6"	"22"	"-11"	0.99	-19	"C"	-9.9	0
"191"	"BOB CERV"	12	829	2261	320	624	96	26	105	374	212	"392"	0.276	0.343	0.481	122	62	63	361	"12"	"10"	"-2"	0.976	7	"O"	3.9	0
"192"	"RON CEY"	17	2073	7162	977	1868	328	21	316	1139	1012	"1235"	0.261	0.357	0.445	121	216	215	1149	"24"	"29"	"-10"	0.961	30	"3"	21.7	0
"193"	"CHRIS CHAMBLISS"	17	2175	7571	912	2109	392	42	185	972	632	"926"	0.279	0.336	0.415	108	94	80	1036	"40"	"35"	"-9"	0.993	25	"1"	-3.5	0
"194"	"FRANK CHANCE"	17	1287	4297	797	1273	200	79	20	596	554	"29"	0.296	0.394	0.394	135	218	212	852	"401"	"."	"."	0.987	1	"1"	21.1	2
"195"	"DARREL CHANEY"	11	915	2113	237	458	75	17	14	190	238	"471"	0.217	0.297	0.288	61	-101	-110	191	"19"	"18"	"-5"	0.959	26	"S"	-2.6	0
"196"	"SAM CHAPMAN"	11	1368	4988	754	1329	210	52	180	773	562	"682"	0.266	0.342	0.438	107	22	33	749	"41"	"38"	"-11"	0.972	53	"O"	1.2	0
"197"	"BEN CHAPMAN"	15	1717	6478	1144	1958	407	107	90	977	824	"556"	0.302	0.383	0.44	115	120	155	1127	"287"	"135"	"."	0.967	50	"O"	13.4	0
"198"	"HAL CHASE"	15	1919	7417	980	2158	322	124	57	941	276	"306"	0.291	0.319	0.391	111	98	72	1039	"363"	"15"	"."	0.98	-45	"1"	-1.4	0
"199"	"CUPID CHILDS"	13	1456	5618	1214	1720	205	100	20	654	991	"117"	0.306	0.416	0.389	121	230	210	1073	"269"	"."	"."	0.93	92	"2"	31.2	0
"200"	"HARRY CHITI"	10	502	1495	135	356	49	9	41	179	115	"242"	0.238	0.296	0.365	77	-48	-50	153	"4"	"7"	"."	0.983	13	"C"	-1.8	0
"201"	"GINO CIMOLI"	10	969	3054	370	808	133	48	44	321	221	"474"	0.265	0.317	0.383	85	-52	-69	365	"21"	"6"	"3"	0.974	-49	"O"	-16.2	0
"202"	"JACK CLARK"	18	1994	6847	1118	1826	332	39	340	1180	1262	"1441"	0.267	0.383	0.476	138	367	374	1279	"77"	"61"	"-14"	0.978	0	"O"	29	0
"203"	"FRED CLARKE"	21	2242	8568	1619	2672	361	220	67	1015	874	"135"	0.312	0.386	0.429	132	383	379	1678	"506"	"."	"."	0.952	58	"O"	30.1	2
"204"	"HORACE CLARKE"	10	1272	4813	548	1230	150	23	27	304	365	"362"	0.256	0.31	0.313	82	-128	-106	482	"151"	"58"	"11"	0.983	19	"2"	0.8	0
"205"	"TOMMY CLARKE"	10	700	1708	169	453	66	37	6	191	216	"177"	0.265	0.351	0.358	109	21	23	227	"42"	"3"	"."	0.975	-22	"C"	4.9	0
"206"	"BOILERYARD CLARKE"	13	950	3346	394	858	111	32	20	429	176	"58"	0.256	0.311	0.327	76	-101	-113	378	"54"	"."	"."	0.947	-38	"C"	-7.4	0
"207"	"ROBERTO CLEMENTE"	18	2433	9454	1416	3000	440	166	240	1305	621	"1230"	0.317	0.362	0.475	130	354	362	1557	"83"	"46"	"-3"	0.973	162	"O"	41.5	1
"208"	"JACK CLEMENTS"	17	1157	4283	619	1226	226	60	77	687	339	"299"	0.286	0.347	0.421	118	106	97	683	"55"	"."	"."	0.937	-27	"C"	14	0
"209"	"DONN CLENDENON"	12	1362	4648	594	1273	192	57	159	682	379	"1140"	0.274	0.331	0.442	117	94	94	657	"90"	"57"	"-7"	0.988	18	"1"	2.8	0
"210"	"HARLOND CLIFT"	12	1582	5730	1070	1558	309	62	178	829	1070	"713"	0.272	0.39	0.441	115	173	155	1072	"69"	"43"	"-5"	0.948	63	"3"	22.9	0
"211"	"TY CLINE"	12	892	1834	251	437	53	25	6	125	153	"262"	0.238	0.304	0.304	72	-66	-64	180	"22"	"19"	"-5"	0.986	24	"O"	-7.5	0
"212"	"GENE CLINES"	10	870	2328	314	645	85	24	5	187	169	"291"	0.277	0.331	0.341	88	-32	-36	260	"71"	"40"	"-3"	0.979	4	"O"	-6.1	0
"213"	"BILLY CLINGMAN"	10	816	2839	410	697	86	31	8	301	303	"94"	0.246	0.323	0.306	74	-103	-90	329	"98"	"."	"."	0.919	79	"3"	2.1	0
"214"	"GIL COAN"	11	918	2877	384	731	98	44	39	278	232	"384"	0.254	0.316	0.359	84	-83	-70	355	"83"	"38"	"2"	0.973	24	"O"	-7.7	0
"215"	"TY COBB"	24	3035	11434	2246	4189	724	295	117	1937	1249	"357"	0.366	0.433	0.512	167	1032	1017	2803	"891"	"178"	"."	0.961	56	"O"	92.8	1
"216"	"MICKEY COCHRANE"	13	1482	5169	1041	1652	333	64	119	832	857	"217"	0.32	0.419	0.478	127	269	244	1079	"64"	"46"	"-8"	0.985	14	"C"	32.2	1
"217"	"ROCKY COLAVITO"	14	1841	6503	971	1730	283	21	374	1159	951	"880"	0.266	0.362	0.489	132	297	290	1157	"19"	"27"	"-11"	0.98	66	"O"	25.6	0
"218"	"NATE COLBERT"	10	1004	3422	481	833	141	25	173	520	383	"902"	0.243	0.324	0.451	120	55	75	497	"52"	"31"	"-3"	0.991	4	"1"	0.2	0
"219"	"DAVE COLLINS"	16	1701	4907	667	1335	187	52	32	373	467	"660"	0.272	0.34	0.351	93	-42	-39	633	"395"	"139"	"35"	0.986	-12	"O"	-6	0
"220"	"EDDIE COLLINS"	25	2826	9949	1821	3312	438	186	47	1300	1499	"286"	0.333	0.424	0.428	142	605	614	2056	"744"	"173"	"."	0.97	43	"2"	69.4	1
"221"	"JIMMY COLLINS"	14	1726	6796	1055	2000	353	116	65	983	426	"32"	0.294	0.344	0.409	112	134	93	1073	"194"	"."	"."	0.929	140	"3"	24.2	2
"222"	"SHANO COLLINS"	16	1799	6390	747	1687	310	133	22	709	331	"405"	0.264	0.306	0.364	90	-114	-108	748	"225"	"83"	"."	0.962	19	"O"	-18.5	0
"223"	"JOE COLLINS"	10	908	2329	404	596	79	24	86	329	338	"263"	0.256	0.351	0.421	112	25	36	360	"27"	"21"	"-5"	0.99	7	"1"	1.1	0
"224"	"PAT COLLINS"	10	543	1204	146	306	46	6	33	168	235	"200"	0.254	0.378	0.385	98	5	4	194	"4"	"5"	"."	0.974	-7	"C"	1.7	0
"225"	"EARLE COMBS"	12	1455	5746	1186	1866	309	154	58	632	670	"278"	0.325	0.397	0.462	127	196	232	1066	"96"	"71"	"-14"	0.974	-14	"O"	10.9	2
"226"	"CHARLIE COMISKEY"	13	1390	5796	994	1531	206	68	29	467	197	"84"	0.264	0.293	0.338	83	-90	-154	731	"419"	"."	"."	0.973	-8	"1"	-22.7	0
"227"	"ADAM COMOROSKY"	10	813	2787	404	795	134	51	28	417	214	"158"	0.285	0.339	0.4	91	-38	-38	382	"57"	"."	"."	0.972	9	"O"	-7.2	0
"228"	"DAVE CONCEPCION"	19	2488	8723	993	2326	389	48	101	950	736	"1186"	0.267	0.325	0.357	88	-122	-135	1005	"321"	"109"	"31"	0.971	-42	"S"	9.3	0
"229"	"ROGER CONNOR"	18	1997	7794	1620	2467	441	233	138	1322	1002	"449"	0.317	0.397	0.486	155	563	564	1648	"244"	"."	"."	0.978	42	"1"	44.4	2
"230"	"WID CONROY"	11	1374	5061	605	1257	176	82	22	452	345	"."	0.248	0.3	0.329	91	-45	-60	600	"262"	"."	"."	0.934	72	"3"	3.1	0
"231"	"BILLY CONSOLO"	10	603	1178	158	260	31	11	9	83	161	"297"	0.221	0.316	0.289	63	-53	-59	116	"9"	"10"	"-3"	0.945	45	"S"	0.6	0
"232"	"DUFF COOLEY"	13	1316	5364	847	1576	180	102	26	557	365	"73"	0.294	0.341	0.38	104	12	24	812	"224"	"."	"."	0.945	-22	"O"	-6.8	0
"233"	"JOHNNY COONEY"	20	1172	3372	408	965	130	26	2	219	208	"107"	0.286	0.329	0.342	87	-77	-60	383	"30"	"5"	"."	0.988	-6	"O"	-9.9	0
"234"	"CECIL COOPER"	17	1896	7349	1012	2192	415	47	241	1125	448	"911"	0.298	0.34	0.466	121	186	189	1134	"89"	"49"	"-3"	0.992	-13	"1"	8.2	0
"235"	"WALKER COOPER"	18	1473	4702	573	1341	240	40	173	812	309	"357"	0.285	0.332	0.464	116	84	82	695	"18"	"1"	"."	0.977	-63	"C"	9.3	0
"236"	"TOMMY CORCORAN"	18	2200	8804	1184	2252	289	155	34	1135	382	"205"	0.256	0.289	0.335	75	-305	-311	1015	"387"	"."	"."	0.924	107	"S"	-11.1	0
"237"	"POP CORKHILL"	10	1086	4404	650	1120	110	80	31	268	174	"80"	0.254	0.288	0.337	89	-55	-73	489	"137"	"."	"."	0.947	83	"O"	-1.4	0
"238"	"CLINT COURTNEY"	11	946	2796	260	750	126	17	38	313	264	"143"	0.268	0.341	0.366	94	-26	-21	349	"3"	"16"	"-9"	0.987	-45	"C"	-3.8	0
"239"	"WES COVINGTON"	11	1075	2978	355	832	128	17	131	499	247	"414"	0.279	0.339	0.466	123	65	83	463	"7"	"4"	"-0"	0.961	-61	"O"	-1.6	0
"240"	"AL COWENS"	13	1584	5534	704	1494	276	68	108	717	389	"659"	0.27	0.322	0.403	98	-6	-18	694	"120"	"74"	"-8"	0.985	-5	"O"	-8.9	0
"241"	"BILLY COX"	11	1058	3712	470	974	174	32	66	351	298	"218"	0.262	0.318	0.38	85	-73	-82	448	"42"	"21"	"."	0.965	-36	"3"	-11.9	0
"242"	"DOC CRAMER"	20	2239	9140	1357	2705	396	109	37	842	572	"345"	0.296	0.34	0.375	87	-146	-184	1168	"62"	"73"	"-25"	0.979	19	"O"	-28.9	0
"243"	"DEL CRANDALL"	16	1573	5026	585	1276	179	18	179	657	424	"477"	0.254	0.315	0.404	97	-69	-33	607	"26"	"28"	"."	0.989	61	"C"	8.4	0
"244"	"GAVVY CRAVATH"	11	1220	3951	575	1134	232	83	119	719	561	"514"	0.287	0.38	0.478	149	273	251	742	"89"	"9"	"."	0.944	-6	"O"	20.5	0
"245"	"SAM CRAWFORD"	19	2517	9570	1391	2961	458	309	97	1525	760	"104"	0.309	0.362	0.452	143	494	475	1715	"366"	"30"	"."	0.965	-50	"O"	31.2	2
"246"	"WILLIE CRAWFORD"	14	1210	3435	507	921	152	35	86	419	431	"664"	0.268	0.351	0.408	117	56	74	505	"47"	"36"	"-8"	0.975	-28	"O"	-0.1	0
"247"	"LOU CRIGER"	16	1012	3202	337	709	86	50	11	342	309	"0"	0.221	0.294	0.29	72	-103	-108	311	"58"	"."	"."	0.971	131	"C"	12	0
"248"	"HUGHIE CRITZ"	12	1478	5930	832	1591	195	95	38	531	289	"257"	0.268	0.303	0.352	74	-247	-228	631	"97"	"24"	"."	0.974	111	"2"	-5.3	0
"249"	"WARREN CROMARTIE"	10	1107	3927	459	1104	229	32	61	391	325	"403"	0.281	0.339	0.402	105	20	22	517	"50"	"37"	"-7"	0.977	29	"O"	0.1	0
"250"	"JOE CRONIN"	20	2124	7579	1233	2285	515	118	170	1424	1059	"700"	0.301	0.39	0.468	119	250	229	1426	"87"	"71"	"."	0.951	68	"S"	39.9	1
"251"	"FRANKIE CROSETTI"	17	1683	6277	1006	1541	260	65	98	649	792	"799"	0.245	0.341	0.354	84	-155	-134	812	"113"	"62"	"-3"	0.949	-24	"S"	-4.9	0
"252"	"LAVE CROSS"	21	2275	9072	1333	2645	411	135	47	1345	464	"90"	0.292	0.328	0.382	100	-5	-17	1304	"301"	"."	"."	0.938	147	"3"	16	0
"253"	"MONTE CROSS"	15	1682	5821	718	1364	232	68	31	621	616	"100"	0.234	0.316	0.314	80	-138	-135	737	"328"	"."	"."	0.92	15	"S"	-4.7	0
"254"	"TERRY CROWLEY"	15	865	1518	174	379	62	1	42	229	222	"181"	0.25	0.348	0.375	104	12	13	202	"3"	"0"	"1"	0.98	-11	"D"	-0.7	0
"255"	"WALTON CRUISE"	10	736	2321	293	644	83	39	30	272	238	"250"	0.277	0.348	0.386	114	32	43	329	"49"	"15"	"."	0.962	-45	"O"	-4.8	0
"256"	"JOSE CRUZ"	19	2353	7917	1036	2251	391	94	165	1077	898	"1031"	0.284	0.358	0.42	122	169	220	1223	"317"	"136"	"14"	0.974	63	"O"	22.7	0
"257"	"JULIO CRUZ"	10	1156	3859	557	916	113	27	23	279	478	"508"	0.237	0.324	0.299	71	-129	-141	430	"343"	"78"	"56"	0.983	93	"2"	6.8	0
"258"	"TONY CUCCINELLO"	15	1704	6184	730	1729	334	46	94	884	579	"497"	0.28	0.343	0.394	105	-1	40	857	"42"	"3"	"."	0.973	-18	"2"	10.8	0
"259"	"ROY CULLENBINE"	10	1181	3879	627	1072	209	32	110	599	853	"399"	0.276	0.408	0.432	132	211	202	769	"26"	"20"	"."	0.969	34	"O"	18.5	0
"260"	"JOE CUNNINGHAM"	12	1141	3362	525	980	177	26	64	436	599	"369"	0.291	0.406	0.417	119	136	121	614	"16"	"27"	"-11"	0.993	-54	"1"	0.2	0
"261"	"GEORGE CUTSHAW"	12	1516	5621	629	1487	195	89	25	653	300	"242"	0.265	0.305	0.344	86	-96	-106	639	"271"	"68"	"."	0.965	61	"2"	-2.3	0
"262"	"KIKI CUYLER"	18	1879	7161	1295	2299	394	157	128	1065	676	"752"	0.321	0.386	0.474	125	270	263	1336	"328"	"27"	"."	0.972	12	"O"	16.3	2
"263"	"BILL DAHLEN"	21	2443	9031	1589	2457	413	163	84	1233	1064	"269"	0.272	0.357	0.382	110	163	133	1505	"547"	"."	"."	0.927	349	"S"	52.4	0
"264"	"BABE DAHLGREN"	12	1137	4045	470	1056	174	37	82	569	390	"401"	0.261	0.329	0.383	92	-47	-49	505	"18"	"11"	"."	0.99	-44	"1"	-17.1	0
"265"	"CON DAILY"	13	630	2222	280	541	74	22	2	262	208	"208"	0.243	0.314	0.299	77	-67	-59	250	"94"	"."	"."	0.912	-42	"C"	-4.8	0
"266"	"ABNER DALRYMPLE"	12	951	4172	813	1202	217	81	43	407	204	"359"	0.288	0.323	0.41	121	131	91	588	"58"	"."	"."	0.863	-4	"O"	5.9	0
"267"	"CLAY DALRYMPLE"	12	1079	3042	243	710	98	23	55	327	387	"403"	0.233	0.324	0.335	85	-54	-51	343	"3"	"13"	"-7"	0.987	27	"C"	1.5	0
"268"	"TOM DALY"	16	1564	5684	1024	1582	262	103	49	811	687	"401"	0.278	0.362	0.387	109	77	87	981	"385"	"."	"."	0.931	-31	"2"	11.1	0
"269"	"HARRY DANNING"	10	890	2971	363	847	162	26	57	397	187	"217"	0.285	0.33	0.415	104	12	9	395	"13"	"."	"."	0.985	8	"C"	6.8	0
"270"	"ALVIN DARK"	14	1828	7219	1064	2089	358	72	126	757	430	"534"	0.289	0.334	0.411	98	-31	-29	987	"59"	"27"	"."	0.96	-43	"S"	3.1	0
"271"	"JAKE DAUBERT"	15	2014	7673	1117	2326	250	165	56	722	623	"489"	0.303	0.36	0.401	117	159	170	1174	"251"	"78"	"."	0.991	19	"1"	12.1	0
"272"	"RICH DAUER"	10	1140	3829	448	984	193	3	43	372	297	"219"	0.257	0.313	0.343	83	-98	-86	396	"6"	"13"	"-6"	0.987	-96	"2"	-14.2	0
"273"	"VIC DAVALILLO"	16	1458	4017	509	1122	160	37	36	329	212	"422"	0.279	0.317	0.364	94	-38	-35	472	"125"	"58"	"3"	0.986	43	"O"	-3.9	0
"274"	"JIM DAVENPORT"	13	1501	4427	552	1142	177	37	77	456	382	"673"	0.258	0.32	0.367	90	-65	-57	519	"16"	"25"	"-10"	0.964	-43	"3"	-9.7	0
"275"	"GEORGE DAVIS"	20	2368	9031	1539	2660	451	163	73	1437	870	"180"	0.295	0.361	0.405	122	239	263	1634	"616"	"."	"."	0.94	250	"S"	52	2
"276"	"HARRY DAVIS"	22	1755	6653	1001	1841	363	145	75	951	525	"45"	0.277	0.335	0.409	119	158	145	1042	"285"	"2"	"."	0.98	-6	"1"	11.9	0
"277"	"TOMMY DAVIS"	18	1999	7223	811	2121	272	35	153	1052	381	"754"	0.294	0.332	0.405	109	44	65	923	"136"	"59"	"5"	0.97	-56	"O"	-5.8	0
"278"	"JODY DAVIS"	10	1082	3585	364	877	164	11	127	490	333	"712"	0.245	0.31	0.403	91	-22	-49	432	"7"	"16"	"-8"	0.987	-15	"C"	-1.9	0
"279"	"MIKE DAVIS"	10	963	2999	419	778	161	16	91	371	236	"537"	0.259	0.316	0.415	105	-10	14	395	"134"	"56"	"7"	0.968	-8	"O"	-1.7	0
"280"	"SPUD DAVIS"	16	1458	4255	388	1312	244	22	77	647	386	"326"	0.308	0.369	0.43	108	84	58	676	"6"	"."	"."	0.984	-55	"C"	7.7	0
"281"	"WILLIE DAVIS"	18	2429	9174	1217	2561	395	138	182	1053	418	"977"	0.279	0.314	0.412	106	-2	42	1186	"398"	"131"	"41"	0.978	53	"O"	2.4	0
"282"	"CHARLIE DEAL"	10	851	2930	295	752	104	34	11	318	135	"121"	0.257	0.293	0.327	79	-75	-81	304	"65"	"13"	"."	0.958	41	"3"	-2.1	0
"283"	"HANK DeBERRY"	11	648	1850	170	494	81	16	11	234	148	"119"	0.267	0.323	0.346	76	-68	-64	210	"13"	"5"	"."	0.982	113	"C"	8.1	0
"284"	"DOUG DeCINCES"	15	1649	5809	778	1505	312	29	237	879	618	"904"	0.259	0.333	0.445	116	91	111	832	"58"	"48"	"-11"	0.958	49	"3"	12.8	0
"285"	"IVAN DeJESUS"	15	1371	4602	595	1167	175	48	21	324	466	"664"	0.254	0.324	0.326	76	-111	-145	514	"194"	"88"	"5"	0.963	40	"S"	2.9	0
"286"	"ED DELAHANTY"	16	1835	7505	1599	2597	522	185	101	1464	741	"244"	0.346	0.412	0.505	154	539	551	1833	"455"	"."	"."	0.951	56	"O"	44.8	2
"287"	"JIM DELAHANTY"	13	1186	4091	520	1159	191	59	19	489	378	"24"	0.283	0.356	0.373	122	111	114	618	"151"	"."	"."	0.946	-95	"2"	0.9	0
"288"	"JIM DELSING"	10	822	2461	322	627	112	21	40	286	299	"251"	0.255	0.34	0.366	91	-30	-31	320	"15"	"23"	"-9"	0.989	-8	"O"	-7.5	0
"289"	"JOE DeMAESTRI"	11	1121	3441	322	813	114	23	49	281	168	"511"	0.236	0.275	0.325	62	-186	-192	293	"15"	"19"	"-7"	0.967	4	"S"	-12	0
"290"	"FRANK DEMAREE"	12	1155	4144	578	1241	190	36	72	591	359	"269"	0.299	0.357	0.415	110	67	59	616	"33"	"0"	"."	0.978	-22	"O"	-0.9	0
"291"	"DON DEMETER"	11	1109	3443	467	912	147	17	163	563	180	"658"	0.265	0.309	0.459	108	32	25	474	"22"	"25"	"-8"	0.99	-21	"O"	-4.5	0
"292"	"GENE DeMONTREVILLE"	11	922	3615	537	1096	130	35	17	497	174	"35"	0.303	0.34	0.373	97	-8	-19	566	"228"	"."	"."	0.948	31	"2"	4	0
"293"	"RICK DEMPSEY"	24	1766	4692	525	1093	223	12	96	471	592	"736"	0.233	0.321	0.347	88	-85	-70	537	"20"	"19"	"-5"	0.988	60	"C"	4.7	0
"294"	"JERRY DENNY"	13	1237	4946	714	1286	238	76	74	667	173	"602"	0.26	0.287	0.384	100	-24	-13	606	"130"	"."	"."	0.882	110	"3"	10.7	0
"295"	"BUCKY DENT"	12	1392	4512	451	1114	169	23	40	423	328	"349"	0.247	0.3	0.321	74	-157	-154	442	"17"	"29"	"-12"	0.976	66	"S"	5.2	0
"296"	"BOB DERNIER"	10	904	2483	374	634	92	16	23	152	222	"301"	0.255	0.318	0.333	77	-58	-75	290	"218"	"63"	"28"	0.982	6	"O"	-6.5	0
"297"	"GENE DESAUTELS"	13	712	2012	211	469	73	11	3	187	232	"168"	0.233	0.315	0.285	58	-118	-122	201	"12"	"6"	"0"	0.989	31	"C"	-5.2	0
"298"	"ART DEVLIN"	10	1313	4412	603	1185	164	57	10	505	576	"105"	0.269	0.363	0.338	109	83	69	668	"285"	"."	"."	0.938	83	"3"	20.3	0
"299"	"BO DIAZ"	13	993	3274	327	834	162	5	87	452	198	"429"	0.255	0.3	0.387	87	-56	-65	354	"9"	"17"	"-8"	0.986	3	"C"	-2.4	0
"300"	"BILL DICKEY"	17	1789	6300	930	1969	343	72	202	1209	678	"289"	0.313	0.382	0.486	128	216	247	1193	"36"	"29"	"-7"	0.988	24	"C"	34.8	1
